#Orgánica,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Créditos Generados por Ingresos,Obligaciones Reconocidas
70,342,22699,Instalaciones deportivas..Otros gastos diversos,70,3,2,0,0,3040.23
70,342,22714,Instalaciones deportivas..Prestacion Servicio Mantenimiento Maquinaria,70,3,2,0,0,11858.1
70,342,63900,Instalaciones deportivas. Otras inversiones,70,3,6,20000,0,363
70,920,22712,Administración General..Prestacion Servicio Transporte,70,9,2,0,0,2462.14
70,920,60904,Administración General. Presupuesto Participativo,70,9,6,100000,0,0
70,924,22001,"Participación ciudadana. Prensa, revistas, libros y otras publicaciones",70,9,2,13000,0,0
70,924,22602,Participación ciudadana. Publicidad y propaganda,70,9,2,3000,0,3140
70,924,22699,Participación ciudadana. Otros gastos diversos,70,9,2,3000,0,0
80,338,22617,Fiestas populares y festejos. Festejos,80,3,2,140000,0,142611.21
80,338,22619,Fiestas populares y festejos. Festejos Taurinos,80,3,2,83333,0,3081.84
90,169,22799,Bienestar Comunitario.Otros trabajos realizados por otras empresas y profesionales,90,1,2,0,0,521
90,172,60902,Protección y mejora del medio ambiente. Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,90,1,6,0,0,0
90,172,62302,Protección y mejora del medio ambiente.Vehiculos e instalaciones técnicas,90,1,6,0,0,21079.27
90,1721,21000,Promoción y Protección del medio ambiente. Conservacion de caminos,90,1,2,5000,0,8121.52
90,1721,22199,Promoción y Protección del medio ambiente,90,1,2,0,0,1531.4
90,1721,22610,Promoción y Protección del medio ambiente. Actividades programadas,90,1,2,3000,0,2125.41
90,1721,22699,Promoción y Protección del medio ambiente.Otros gastos diversos,90,1,2,0,0,11.66
90,1721,22717,Promoción y Protección del medio ambiente. Prestación servicios profesionales linea verde,90,1,2,2000,0,3276.8
90,1721,22799,Promoción y Protección del medio ambiente. Otros trabajos realizados por otras empresas y profesionales,90,1,2,20000,0,14337.24
90,1721,48002,"Promoción y Protección del medio ambiente, Becas",90,1,4,2000,0,0
90,1721,60001,Promoción y Protección del medio ambiente. Mejora de Caminos vecinales,90,1,6,0,0,70223.31
90,1721,62203,Promoción y Protección del medio ambiente. Punto Limpio,90,1,6,30000,0,1655.18
#,,,,,,,,,
#,,,T O T A L E S,,,,10078038.1,23269.57,9120064.51
